Signatur;Geschäftstyp;Partei;Urheber/in;Titel;Beginn-Datum;Ende;Thema 1;Thema 2;Schwerpunkt;Geschäft;Status
19.5544;Petition;;;"Petition P406 ""Jai Jagat - Unterstützung globaler Marsch nach Genf""";2019-12-11;;Grenzüberschreitende Zusammenarbeit;;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110028;A
19.5543;Petition;;;"Petition P405 ""Im Angesicht des unnatürlichen Klimawandels: Zolli halbieren und Rosentalanlage stärken""";2019-12-11;;Künste & Unterhaltung;Gestaltung & Infrastruktur;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110027;A
19.5542;Interpellation;GLP;Wüest-Rudin, David;Interpellation Nr. 136 David Wüest-Rudin betreffend absehbaren neuen Steuerregelung der OECD mit massiven Verlusten bei den Steuereinnahmen des Kantons Basel-Stadt;2019-12-11;;Staatsfinanzen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110026;A
19.5539;Schriftliche Anfrage;BastA!;Bolliger, Oliver;Schriftliche Anfrage Oliver Bolliger betreffend rechtlichen Vorgaben bei Polizeiaktionen und in der Untersuchungshaft;2019-12-11;;Recht & Strafvollzug;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110023;A
19.5531;Anzug;FDP;Jenny, David;Anzug David Jenny und Konsorten betreffend bessere Übersicht über Steuerakontozahlungen dank e-banking-ähnlichen Funktionalitäten;2019-12-11;;Steuerpolitik;Verwaltung;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110016;A
19.5530;Anzug;SP;Seggiani, Michela;Anzug Michela Seggiani und Konsorten betreffend Einführung von anonymisierten Bewerbungsverfahren in der Verwaltung Basel-Stadt;2019-12-11;;Verwaltung;Migration & Integration;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110015;B
19.5528;Interpellation;;Wyss, Sarah;Interpellation Nr. 132 Sarah Wyss betreffend Dreirosenanlage;2019-12-11;;Nutzung & Regulierung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110013;A
19.5527;Interpellation;;Meidinger, Christian;Interpellation Nr. 131 Christian Meidinger betreffend mobile Pissoirs am Oberen Rheinweg zwischen den Liegenschaften 35 - 59;2019-12-11;;Gestaltung & Infrastruktur;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110005;A
19.5526;Petition;;;"Petition P404 ""Unsere Zukunft unverpackt""";2019-12-11;;Abfall & Recycling;Privatwirtschaft & Standort;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110004;A
19.5520;Motion;;Benz, Sibylle;Motion Sibylle Benz und Konsorten betreffend Durchlässigkeit der Ausbildungswege;2019-12-11;;Mittelschulen & Berufsbildung;;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110000;A
19.5515;Interpellation;SP;Krummenacher, Toya;Interpellation Nr. 128 Toya Krummenacher betreffend Grünflächenunterhalt Friedhof Hörnli;2019-11-13;;Stadtgrün;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109992;A
19.5514;Interpellation;;Wegmann, Barbara;Interpellation Nr. 127 Barbara Wegmann betreffend JSD Ausschreibung Beschaffung Lebensmittel;2019-11-13;;Verwaltung;;Ernährung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109991;A
19.5505;Interpellation;;Vitelli, Jörg;Interpellation Nr. 122 Jörg Vitelli betreffend Parkplätze neben den Tramgeleisen;2019-11-13;;Parkraumbewirtschaftung;Verkehrssicherheit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109980;A
19.5499;Motion;FDP;Urgese, Luca;Motion Luca Urgese und Konsorten betreffend Digital statt Papier - Baugesuche elektronisch einreichen;2019-11-13;;Verwaltung;Privatwirtschaft & Standort;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109968;B
19.5497;Interpellation;;von Falkenstein, Patricia;Interpellation Nr. 121 Patricia von Falkenstein betreffend der OECD-Steuerreform und den Folgen für den Kanton Basel-Stadt;2019-11-13;;Staatsfinanzen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109965;A
19.5486;Schriftliche Anfrage;SP;Mattmüller, Georg;Schriftliche Anfrage Georg Mattmüller betreffend Pflegekosten im stationären und ambulanten Bereich;2019-10-16;;Gesundheitsversorgung;Sozialversicherungen und -leistungen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109956;A
19.5485;Schriftliche Anfrage;SP;Mattmüller, Georg;Schriftliche Anfrage Georg Mattmüller betreffend Kostenmiete im Zusammenhang mit dem Wohnbauprogramm 1000+;2019-10-16;;Wohnen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109955;A
19.5479;Interpellation;;Wyss, Sarah;Interpellation Nr. 118 Sarah Wyss betreffend Praxisassistenz - weshalb ist keine Planungssicherheit machbar?;2019-11-13;;Gesundheitsversorgung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109949;A
19.5478;Interpellation;;Gallacchi, Remo;Interpellation Nr. 117 Remo Gallacchi betreffend Öffnung des LoRa-Funknetzes der IWB;2019-11-13;;Kommunikationsinfrastruktur;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109948;A
19.5477;Interpellation;SVP;Hablützel-Bürki, Gianna;Interpellation Nr. 116 Gianna Hablützel-Bürki betreffend Sonderkommission gegen Linksextremismus;2019-11-13;;Polizei & Kriminalität;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109947;A
19.5469;Interpellation;SP;Mathys, Lisa;Interpellation Nr. 112 Lisa Mathys betreffend Parkplätze für Unternehmen mit Dienstfahrzeugen;2019-10-16;;Parkraumbewirtschaftung;Privatwirtschaft & Standort;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109934;A
19.5462;Interpellation;SP;Krummenacher, Toya;Interpellation Nr. 106 Toya Krummenacher betreffend Situation Berufsfeuerwehr Basel;2019-10-16;;Bevölkerungsschutz;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109927;A
19.5457;Schriftliche Anfrage;SVP;Stalder, Roger;Schriftliche Anfrage Roger Stalder betreffend Änderung des Gesetzes über die Fischerei im Kanton Basel-Stadt;2019-10-16;;Biodiversität;Nutzung & Regulierung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109922;A
19.5453;Anzug;;Wyss, Sarah;Anzug Sarah Wyss und Konsorten betreffend Basel liegt am Meer - Unterzeichnung der Genfer Erklärung über Menschenrechte auf See;2019-10-16;;Migration & Integration;Grenzüberschreitende Zusammenarbeit;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109919;A
19.5454;Interpellation;;Gallacchi, Remo;Interpellation Nr. 101 Remo Gallacchi betreffend vorübergehende Ausdünnung von BVB Kursen;2019-10-16;;Öffentlicher Verkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109918;A
19.5447;Motion;SP;Mathys, Lisa;Motion Lisa Mathys und Konsorten betreffend flankierende Massnahmen Autobahnzubringer Allschwil ZUBA;2019-10-16;;Motorisierter Individualverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109908;B
19.5446;Motion;;Vitelli, Jörg;Motion Jörg Vitelli und Konsorten Motion betreffend kein Zubringer Allschwil ohne Bachgrabentram;2019-10-16;;Öffentlicher Verkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109907;B
19.5439;Anzug;;Gröflin, Alexander Olivier;Anzug Alexaner Gröflin und Konsorten betreffend Eindämmung der E-Scooter-Flut in Basel;2019-10-16;;Polizei & Kriminalität;Veloverkehr;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109899;A
19.5431;Anzug;jgb;Vergeat, Jo;Anzug Jo Vergeat und Konsorten betreffend Schaffung von Lebensmittelanbauflächen in den Quartieren;2019-10-16;;Nutzung & Regulierung;Areale & Quartiere;Ernährung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109896;A
19.5430;Anzug;;Grossenbacher, Thomas;Anzug Thomas Grossenbacher und Konsorten betreffend der Auswahl von Marktfahrenden auf dem Marktplatz;2019-10-16;;Nutzung & Regulierung;Biodiversität;Ernährung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109895;A
19.5429;Anzug;SVP;Thüring, Joël;Anzug Joël Thüring und Konsorten betreffend Prüfung einer Aufhebung von Tram- und Bushaltestellen zur Attraktivitätssteigerung eines schnelleren Tram- und Busnetzes in Basel-Stadt;2019-10-16;;Öffentlicher Verkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109894;B
19.5428;Anzug;Grüne;Thiriet, Jérôme;Anzug Jérôme Thiriet und Konsorten betreffend Lastenveloparkplätze;2019-10-16;;Veloverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109893;B
19.5423;Anzug;;Wenk, Kerstin;Anzug Kerstin Wenk und Konsorten betreffend Theaterplatz Basel;2019-10-16;;Gestaltung & Infrastruktur;Künste & Unterhaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109889;A
19.5435;Schriftliche Anfrage;SP;Yilmaz, Semseddin;Schriftliche Anfrage Semseddin Yilmaz betreffend Patientenverfügung;2019-09-11;;Gesundheitsversorgung;Ältere Bevölkerung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109886;A
19.5432;Schriftliche Anfrage;SP;Yilmaz, Semseddin;Schriftliche Anfrage Semseddin Yilmaz betreffend Foodwaste in Spitälern und Pflegeeinrichtungen;2019-09-11;;Abfall & Recycling;Gesundheitsversorgung;Ernährung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109884;A
19.5412;Interpellation;SVP;Hablützel-Bürki, Gianna;Interpellation Nr. 97 Gianna Hablützel-Bürki betreffend 1 Milliarde Mehrkosten für Flüchtlinge - wie viel muss der Kanton Basel-Stadt noch zahlen?;2019-10-16;;Migration & Integration;Staatsfinanzen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109876;A
19.5411;Schriftliche Anfrage;BastA!;Zürcher, Tonja;Schriftliche AnfrageTonja Zürcher betreffend Strategie klimagerechte Mobilität;2019-09-11;;Schifffahrt, Flug- & Güterverkehr;Klima & Luft;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109875;A
19.5410;Schriftliche Anfrage;;Haller, Christophe;Schriftliche Anfrage Christophe Haller betreffend Vorbereitung auf Annahme der Gesetzesinitiative für erschwingliche Parkgebühren;2019-09-11;;Parkraumbewirtschaftung;Politische Beteiligung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109874;A
19.5409;Schriftliche Anfrage;FDP;Jenny, David;Schriftliche Anfrage David Jenny betreffend Basel als Teil des Mittellandes oder Riehen mit einem Bundesrat oder wie viel Sorgfalt wurde bei der Redaktion von Welcome Basel.Business, life, culture.verwendet?;2019-09-11;;Verwaltung;Privatwirtschaft & Standort;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109873;A
19.5407;Interpellation;;Moesch, Christian C.;Interpellation Nr. 96 Christian C. Moesch betreffend verstärkte Zusammenarbeit zwischen dem Universitätsspital Basel und dem Bethesda Spital in der Orthopädie;2019-10-16;;Gesundheitsversorgung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109871;A
19.5402;Schriftliche Anfrage;SP;Yilmaz, Semseddin;Schriftliche Anfrage Semseddin Yilmaz betreffend fairer Verteilung kleinerer öffentlicher Aufträge an verschiedene Unternehmen;2019-09-11;;Verwaltung;Privatwirtschaft & Standort;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109865;A
19.5396;Interpellation;;Griss, Christian;Interpellation Nr. 94 Christian Griss betreffend neue Waldschutzreservate;2019-10-16;;Biodiversität;Raumplanung;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109858;A
19.5392;Interpellation;;Gröflin, Alexander Olivier;Interpellation Nr. 92 Alexander Gröflin betreffend Beauftragung von Anwaltskanzleien durch den Kanton Basel-Stadt;2019-09-11;;Recht & Strafvollzug;Verwaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109853;A
19.5390;Interpellation;;Inglin, Oswald;Interpellation Nr. 90 Oswald Inglin betreffend Einforderung der Daten über die Studienerfolge der Basler Maturandinnen und Maturanden beim Bundesamt für Statistik;2019-09-11;;Hochschulen & Weiterbildung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109851;A
19.5389;Interpellation;SVP;Messerli, Pascal;Interpellation Nr. 89 Pascal Messerli betreffend «Wall of Fame» am Gerbergässlein 20!;2019-09-11;;Künste & Unterhaltung;Gestaltung & Infrastruktur;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109850;A
22.5016;Interpellation;SVP;Trachsel, David;Interpellation Nr. 168 David Trachsel betreffend «Corona-Hospitalisierungen eindeutig ausweisen»;2022-01-12;;Gesundheitsversorgung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111539;A
21.5838;Vorgezogenes Budgetpostulat;Grüne;Lachenmeier, Michelle;Vorgezogenes Budgetpostulat für 2023 Michelle Lachenmeier betreffend Erziehungsdepartement, Dienststelle 290, Jugend, Familie und Sport, Transferaufwand (Robi-Spielaktionen, Kindertankstellen);2022-01-12;;Kinder, Jugendliche & Familien;Staatsfinanzen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111516;B
21.5837;Motion;LDP;Hettich, Daniel;Motion Daniel Hettich und Konsorten betreffend Regionales Logistikflächenkonzept;2022-01-12;;Schifffahrt, Flug- & Güterverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111515;B
21.5821;Interpellation;VA;Weber, Eric;Interpellation Nr. 156 Eric Weber betreffend Trainerhosen erlaubt oder nicht;2022-01-12;;Volksschulen & Tagesbetreuung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111500;A
21.5810;Motion;SP;Baumgartner, Beda;Motion Beda Baumgartner und Konsorten für Unterstützung von aufsuchender Arbeit im Altersbereich;2022-01-12;;Ältere Bevölkerung;Gesundheitsförderung;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111496;B
21.5811;Interpellation;SVP;Schaller, Beat K.;Interpellation Nr. 155 Beat K. Schaller für einen attraktiven Polizeiberuf;2022-01-12;;Polizei & Kriminalität;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111495;A
21.5820;Petition;;;"Petition P443 ""Kantonale Brückenleistung 60plus - statt Gang aufs Sozialamt""";2022-01-12;;Sozialversicherungen und -leistungen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111494;B
21.1249;Initiative;;;"Kantonale Volksinitiative «für ein gesundes Stadtklima (Gute-Luft-Initiative)»; Prüfung der rechtlichen Zulässigkeit und weiteres Verfahren";2020-08-27;;Klima & Luft;Stadtgrün;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111465;B
21.5787;Interpellation;Grüne;Wirz, Lea;Interpellation Nr. 150 Lea Wirz betreffend Covid-Testkapazitäten an Primarschulen & in Kindergärten;2021-12-08;;Gesundheitsförderung;Volksschulen & Tagesbetreuung;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111460;A
21.5785;Interpellation;SP;Mattmüller, Georg;Interpellation Nr. 148 Georg Mattmüller betreffend «Verbesserungen für die Pflege sind dringend»;2021-12-08;;Gesundheitsversorgung;Arbeitsmarkt;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111458;A
21.5782;Interpellation;SP;Nussbaumer, Melanie;Interpellation Nr. 145 Melanie Nussbaumer betreffend Jugendliche und Corona;2021-12-08;;Kinder, Jugendliche & Familien;Gesundheitsförderung;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111455;A
21.5759;Petition;;;"Petition P441 ""Die GGG Stadtbibliothek Hirzbrunnen muss für Kinder und Jugendliche zugänglich bleiben""";2021-12-08;;Kinder, Jugendliche & Familien;Künste & Unterhaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111428;A
21.5755;Interpellation;VA;Weber, Eric;Interpellation Nr. 137 Eric Weber betreffend Sport-Stadt Basel;2021-12-08;;Künste & Unterhaltung;Sport;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111427;A
21.5743;Anzug;;;Anzug der Spezialkommission Klimaschutz betreffend Zielkonflikte zwischen Regulationen und Klimaschutz;2021-12-08;;Recht & Strafvollzug;Klima & Luft;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111414;B
21.5733;Interpellation;Mitte;Herter, Balz;Interpellation Nr. 133 Balz Herter  betreffend Arbeit muss sich lohnen - Fehlanreize im Steuer- und Sozialsystem;2021-11-10;;Steuerpolitik;Sozialhilfe;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111394;A
21.5714;Interpellation;VA;Weber, Eric;Interpellation Nr. 128 Eric Weber betreffend Kleber in der Stadt Basel - wie verhält sich die Polizei?;2021-11-10;;Gestaltung & Infrastruktur;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111383;A
21.5707;Anzug;SP;Dill, Alexandra;Anzug Alexandra Dill und Konsorten betreffend Schutz der persönlichen Integrität im Grossen Rat;2021-11-10;;Parlament & Regierung;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111376;B
21.5691;Interpellation;SVP;Stumpf, Daniela;Interpellation Nr. 122 Daniela Stumpf betreffend Verbot von elektrischen Heizstrahlern - will der Regierungsrat der baselstädtischen Gastronomie schaden?;2021-10-20;;Nutzung & Regulierung;Energieversorgung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111350;A
21.5689;Interpellation;LDP;Hug, Michael;Interpellation Nr. 120 Michael Hug betreffend Traulokale ermöglichen;2021-10-20;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111348;A
21.5645;Motion;SVP;Thüring, Joël;Motion Joël Thüring und Konsorten betreffend neues Massnahmenpaket Sauberkeit für ein sauberes Basel - die Zweite;2021-10-20;;Gestaltung & Infrastruktur;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111296;B
21.5636;Interpellation;VA;Weber, Eric;Interpellation Nr. 118 Eric Weber betreffend wie werden Mädchen und Frauen in Basel geschützt?;2021-10-20;;Migration & Integration;Polizei & Kriminalität;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111291;A
